exp_id,organ_group,cell_group,development_group,system_group,Biosample term id,Biosample term name,Biosample type,Biosample organism,Assay,Experiment target,File assembly,Donor(s)
ENCSR000ADI,lymph_node,B_cell,mesoderm,immune,EFO:0005233,CH12.LX,cell line,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO324YEK/
ENCSR000ADK,embryo,embryonic_cell,unknown,unknown,EFO:0007075,ES-E14,cell line,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO015AAA/
ENCSR000ADL,embryo,embryonic_cell,unknown,unknown,EFO:0007075,ES-E14,cell line,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO015AAA/
ENCSR000ADM,embryo,embryonic_cell,unknown,unknown,EFO:0007075,ES-E14,cell line,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO015AAA/
ENCSR000ADP,spleen,cancer_cell,mesoderm,immune,EFO:0003971,MEL,cell line,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO073AAA/
ENCSR000ADQ,spleen,cancer_cell,mesoderm,immune,EFO:0003971,MEL,cell line,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO073AAA/
ENCSR000ADR,spleen,cancer_cell,mesoderm,immune,EFO:0003971,MEL,cell line,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO073AAA/
ENCSR000ADT,spleen,cancer_cell,mesoderm,immune,EFO:0003971,MEL,cell line,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO073AAA/
ENCSR000AHL,musculature,embryonic_cell,mesoderm,musculature,EFO:0001098,C2C12,cell line,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO321TZV/
ENCSR000AHM,musculature,unknown,mesoderm,musculature,CL:0000187,myocyte,in vitro differentiated cells,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO321TZV/
ENCSR000AHN,musculature,unknown,mesoderm,musculature,CL:0000187,myocyte,in vitro differentiated cells,Mus musculus,Histone ChIP-seq,H3K79me2-mouse,mm10,/mouse-donors/ENCDO321TZV/
ENCSR000AHO,musculature,embryonic_cell,mesoderm,musculature,EFO:0001098,C2C12,cell line,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO321TZV/
ENCSR000AHQ,musculature,embryonic_cell,mesoderm,musculature,EFO:0001098,C2C12,cell line,Mus musculus,Histone ChIP-seq,H3K79me2-mouse,mm10,/mouse-donors/ENCDO321TZV/
ENCSR000AHR,musculature,embryonic_cell,mesoderm,musculature,EFO:0001098,C2C12,cell line,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO321TZV/
ENCSR000AHS,musculature,unknown,mesoderm,musculature,CL:0000187,myocyte,in vitro differentiated cells,Mus musculus,Histone ChIP-seq,H3K4me2-mouse,mm10,/mouse-donors/ENCDO321TZV/
ENCSR000AHT,musculature,unknown,mesoderm,musculature,CL:0000187,myocyte,in vitro differentiated cells,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO321TZV/
ENCSR000AHU,musculature,unknown,mesoderm,musculature,CL:0000187,myocyte,in vitro differentiated cells,Mus musculus,Histone ChIP-seq,H3ac-mouse,mm10,/mouse-donors/ENCDO321TZV/
ENCSR000AHV,musculature,unknown,mesoderm,musculature,CL:0000187,myocyte,in vitro differentiated cells,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO321TZV/
ENCSR000AHW,musculature,embryonic_cell,mesoderm,musculature,EFO:0001098,C2C12,cell line,Mus musculus,Histone ChIP-seq,H3K79me3-mouse,mm10,/mouse-donors/ENCDO321TZV/
ENCSR000CAE,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CAF,kidney,unknown,mesoderm,excretory,UBERON:0002113,kidney,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CAG,bone_element,unknown,mesoderm,skeletal,UBERON:0002371,bone marrow,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CAI,brain,unknown,ectoderm,central_nervous,UBERON:0005343,cortical plate,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CAJ,brain,unknown,ectoderm,central_nervous,UBERON:0005343,cortical plate,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CAL,brain,unknown,ectoderm,central_nervous,UBERON:0002037,cerebellum,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CAM,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CAN,kidney,unknown,mesoderm,excretory,UBERON:0002113,kidney,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CAO,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CAP,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CAQ,lung,unknown,endoderm,respiratory,UBERON:0002048,lung,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CAZ,connective_tissue,connective_tissue_cell,unknown,unknown,CL:2000042,embryonic fibroblast,primary cell,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CBA,connective_tissue,connective_tissue_cell,unknown,unknown,CL:2000042,embryonic fibroblast,primary cell,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CBC,spleen,unknown,mesoderm,immune,UBERON:0002106,spleen,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CBD,spleen,unknown,mesoderm,immune,UBERON:0002106,spleen,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CBG,embryo,embryonic_cell,unknown,unknown,EFO:0005483,ES-Bruce4,cell line,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO081AAA/
ENCSR000CCE,brain,unknown,ectoderm,central_nervous,UBERON:0002264,olfactory bulb,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CCF,brain,unknown,ectoderm,central_nervous,UBERON:0002264,olfactory bulb,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CCH,immune_organ,unknown,endoderm,endocrine,UBERON:0002370,thymus,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CCI,immune_organ,unknown,endoderm,endocrine,UBERON:0002370,thymus,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CCJ,immune_organ,unknown,endoderm,endocrine,UBERON:0002370,thymus,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CCL,bone_element,unknown,mesoderm,skeletal,UBERON:0002371,bone marrow,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CCQ,intestine,unknown,endoderm,digestive,UBERON:0002108,small intestine,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CCR,intestine,unknown,endoderm,digestive,UBERON:0002108,small intestine,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CCS,intestine,unknown,endoderm,digestive,UBERON:0002108,small intestine,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CCU,gonad,unknown,mesoderm,reproductive,UBERON:0000473,testis,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CCV,gonad,unknown,mesoderm,reproductive,UBERON:0000473,testis,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CCW,gonad,unknown,mesoderm,reproductive,UBERON:0000473,testis,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDC,brain,unknown,ectoderm,central_nervous,UBERON:0002037,cerebellum,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDD,brain,unknown,ectoderm,central_nervous,UBERON:0005343,cortical plate,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDE,embryo,embryonic_cell,unknown,unknown,EFO:0005483,ES-Bruce4,cell line,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO081AAA/
ENCSR000CDF,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDG,kidney,unknown,mesoderm,excretory,UBERON:0002113,kidney,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDH,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDI,connective_tissue,connective_tissue_cell,unknown,unknown,CL:2000042,embryonic fibroblast,primary cell,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CDJ,spleen,unknown,mesoderm,immune,UBERON:0002106,spleen,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDK,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDL,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDM,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDO,placenta,unknown,mesoderm,reproductive,UBERON:0001987,placenta,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDP,placenta,unknown,mesoderm,reproductive,UBERON:0001987,placenta,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDQ,placenta,unknown,mesoderm,reproductive,UBERON:0001987,placenta,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDS,brain,unknown,ectoderm,central_nervous,UBERON:0002264,olfactory bulb,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDU,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDV,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CDW,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CEJ,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CEK,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CEL,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K79me2-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CEM,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CEN,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CEO,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CEP,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K79me2-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CEQ,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CER,spleen,cancer_cell,mesoderm,immune,EFO:0003971,MEL,cell line,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO073AAA/
ENCSR000CES,spleen,cancer_cell,mesoderm,immune,EFO:0003971,MEL,cell line,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO073AAA/
ENCSR000CET,spleen,cancer_cell,mesoderm,immune,EFO:0003971,MEL,cell line,Mus musculus,Histone ChIP-seq,H3K79me2-mouse,mm10,/mouse-donors/ENCDO073AAA/
ENCSR000CEU,spleen,cancer_cell,mesoderm,immune,EFO:0003971,MEL,cell line,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO073AAA/
ENCSR000CEV,spleen,cancer_cell,mesoderm,immune,EFO:0003971,MEL,cell line,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO073AAA/
ENCSR000CEW,spleen,cancer_cell,mesoderm,immune,EFO:0003971,MEL,cell line,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO073AAA/
ENCSR000CEX,spleen,cancer_cell,mesoderm,immune,EFO:0003971,MEL,cell line,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO073AAA/
ENCSR000CEZ,adipose_tissue,unknown,mesoderm,unknown,UBERON:0001348,brown adipose tissue,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CFA,adipose_tissue,unknown,mesoderm,unknown,UBERON:0001348,brown adipose tissue,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CFB,adipose_tissue,unknown,mesoderm,unknown,UBERON:0001348,brown adipose tissue,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CFD,bone_element,hematopoietic_cell,mesoderm,skeletal,CL:0002476,bone marrow macrophage,primary cell,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO081AAA/
ENCSR000CFE,bone_element,hematopoietic_cell,mesoderm,skeletal,CL:0002476,bone marrow macrophage,primary cell,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO081AAA/
ENCSR000CFF,bone_element,hematopoietic_cell,mesoderm,skeletal,CL:0002476,bone marrow macrophage,primary cell,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO081AAA/
ENCSR000CFL,lymph_node,B_cell,mesoderm,immune,EFO:0005233,CH12.LX,cell line,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO324YEK/
ENCSR000CFM,brain,unknown,ectoderm,central_nervous,UBERON:0002037,cerebellum,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CFN,embryo,embryonic_cell,unknown,unknown,EFO:0005483,ES-Bruce4,cell line,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO081AAA/
ENCSR000CFO,embryo,embryonic_cell,unknown,unknown,EFO:0005483,ES-Bruce4,cell line,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO081AAA/
ENCSR000CFP,kidney,unknown,mesoderm,excretory,UBERON:0002113,kidney,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CFQ,kidney,unknown,mesoderm,excretory,UBERON:0002113,kidney,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CFR,intestine,unknown,endoderm,digestive,UBERON:0002108,small intestine,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CFS,intestine,unknown,endoderm,digestive,UBERON:0002108,small intestine,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CFT,spleen,unknown,mesoderm,immune,UBERON:0002106,spleen,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CFU,gonad,unknown,mesoderm,reproductive,UBERON:0000473,testis,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CFV,immune_organ,unknown,endoderm,endocrine,UBERON:0002370,thymus,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CFX,blood,hematopoietic_cell,unknown,immune,NTR:0000741,splenic B cell,primary cell,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CFY,blood,hematopoietic_cell,unknown,immune,NTR:0000741,splenic B cell,primary cell,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CFZ,embryo,embryonic_cell,unknown,unknown,EFO:0005483,ES-Bruce4,cell line,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO081AAA/
ENCSR000CGA,spleen,unknown,mesoderm,immune,UBERON:0002106,spleen,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CGB,gonad,unknown,mesoderm,reproductive,UBERON:0000473,testis,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CGC,immune_organ,unknown,endoderm,endocrine,UBERON:0002370,thymus,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR000CGH,lymph_node,B_cell,mesoderm,immune,EFO:0005233,CH12.LX,cell line,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO324YEK/
ENCSR000CGI,lymph_node,B_cell,mesoderm,immune,EFO:0005233,CH12.LX,cell line,Mus musculus,Histone ChIP-seq,H3K4me2-mouse,mm10,/mouse-donors/ENCDO324YEK/
ENCSR000CGJ,lymph_node,B_cell,mesoderm,immune,EFO:0005233,CH12.LX,cell line,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO324YEK/
ENCSR000CGK,lymph_node,B_cell,mesoderm,immune,EFO:0005233,CH12.LX,cell line,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO324YEK/
ENCSR000CGL,lymph_node,B_cell,mesoderm,immune,EFO:0005233,CH12.LX,cell line,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO324YEK/
ENCSR000CGM,lymph_node,B_cell,mesoderm,immune,EFO:0005233,CH12.LX,cell line,Mus musculus,Histone ChIP-seq,H3K79me2-mouse,mm10,/mouse-donors/ENCDO324YEK/
ENCSR000CGN,embryo,embryonic_cell,unknown,unknown,EFO:0007075,ES-E14,cell line,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO015AAA/
ENCSR000CGO,embryo,embryonic_cell,unknown,unknown,EFO:0007075,ES-E14,cell line,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO015AAA/
ENCSR000CGP,embryo,embryonic_cell,unknown,unknown,EFO:0007075,ES-E14,cell line,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO015AAA/
ENCSR000CGQ,embryo,embryonic_cell,unknown,unknown,EFO:0007075,ES-E14,cell line,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO015AAA/
ENCSR000CGR,embryo,embryonic_cell,unknown,unknown,EFO:0007075,ES-E14,cell line,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO015AAA/
ENCSR000CGS,embryo,embryonic_cell,unknown,unknown,EFO:0005483,ES-Bruce4,cell line,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO081AAA/
ENCSR000CHP,embryo,stem_cell,unknown,unknown,EFO:0002034,G1E,cell line,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO089AAA/
ENCSR000CMJ,breast,cancer_cell,unknown,unknown,EFO:0007069,3134,cell line,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO881PNH/
ENCSR000CMK,bone_element,hematopoietic_cell,mesoderm,skeletal,EFO:0005482,416B,cell line,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO681ZXI/
ENCSR000CML,blood,B_cell,mesoderm,immune,EFO:0005285,A20,cell line,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO546OGJ/
ENCSR000CMM,blood,B_cell,endoderm,immune,CL:0000236,B cell,primary cell,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CMN,blood,hematopoietic_cell,unknown,immune,NTR:0000741,splenic B cell,primary cell,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CMO,brain,unknown,ectoderm,central_nervous,UBERON:0002037,cerebellum,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CMP,brain,unknown,ectoderm,central_nervous,UBERON:0001893,telencephalon,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CMQ,lymph_node,B_cell,mesoderm,immune,EFO:0005233,CH12.LX,cell line,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO324YEK/
ENCSR000CMR,unknown,hematopoietic_cell,unknown,unknown,NTR:0000719,c-Kit-negative CD71-positive TER-119-positive erythroid progenitor cells,primary cell,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000CMS,unknown,hematopoietic_cell,unknown,unknown,NTR:0000720,c-Kit-positive CD71-negative TER-119-negative erythroid progenitor cells,primary cell,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000CMT,unknown,hematopoietic_cell,unknown,unknown,NTR:0000721,c-Kit-positive CD71-positive TER-119-negative erythroid progenitor cells,primary cell,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000CMU,unknown,hematopoietic_cell,unknown,unknown,NTR:0000722,c-Kit-positive CD71-positive TER-119-positive erythroid progenitor cells,primary cell,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000CMV,embryo,embryonic_cell,unknown,unknown,EFO:0005916,ES-CJ7,cell line,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO013AAA/
ENCSR000CMW,embryo,embryonic_cell,unknown,unknown,EFO:0007075,ES-E14,cell line,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO015AAA/
ENCSR000CMX,embryo,embryonic_cell,unknown,unknown,EFO:0005915,WW6,cell line,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO078AAA/
ENCSR000CMZ,adipose_tissue,unknown,mesoderm,unknown,UBERON:0003916,fat pad,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CNA,lung,connective_tissue_cell,endoderm,respiratory,CL:0002553,fibroblast of lung,primary cell,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CNB,embryo,unknown,ectoderm,integumental,UBERON:0005417,forelimb bud,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000CNC,gonad,unknown,mesoderm,reproductive,UBERON:0003428,gonadal fat pad,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CND,embryo,unknown,unknown,unknown,UBERON:0000922,embryo,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000CNE,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CNF,embryo,unknown,ectoderm,integumental,UBERON:0005418,hindlimb bud,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000CNG,kidney,unknown,mesoderm,excretory,UBERON:0002113,kidney,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CNH,intestine,unknown,endoderm,digestive,UBERON:0000059,large intestine,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
